TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
7月分科測驗 教團批招聯會剩半年卻可能更動制度,2022-01-25 11:36:29,life,大學學測剛落幕，7月中旬舉辦之分科測驗，級分計算基準之爭議未解，因武漢肺炎（新型冠狀病毒病，COVID-19）本土疫情升高，台灣家長教育聯盟和全國家長團體聯盟今早開線上記者會，呼籲大學招聯會勿橫柴入灶，如將60級分計算基準由前1％考生成績改為0.1％，將使考生和家長動盪不安。台家盟理事長黃聰智表示，學測考完，下一場重大考試就是分科測驗，大學招聯會於去年12月10日針對級分計算基準舉辦座談會，席間意見分歧，招聯會迄今仍未定案，使面對下一場升學挑戰的考生及家長深感焦慮，招聯會應給考生及家長穩定可信任的政策，不應該再有波折。,"台灣家長教育聯盟和全國家長團體聯盟今早開線上記者會，呼籲大學招聯會勿橫柴入灶，如將60級分計算基準由前1％考生成績改為0.1％，將使考生和家長動盪不安。（記者林曉雲攝）
〔記者林曉雲／台北報導〕大學學測剛落幕，7月中旬舉辦之分科測驗，級分計算基準之爭議未解，因武漢肺炎（新型冠狀病毒病，COVID-19）本土疫情升高，台灣家長教育聯盟和全國家長團體聯盟今早開線上記者會，呼籲大學招聯會勿橫柴入灶，如將60級分計算基準由前1％考生成績改為0.1％，將使考生和家長動盪不安。
台家盟理事長黃聰智表示，學測考完，下一場重大考試就是分科測驗，大學招聯會於去年12月10日針對級分計算基準舉辦座談會，席間意見分歧，招聯會迄今仍未定案，使面對下一場升學挑戰的考生及家長深感焦慮，招聯會應給考生及家長穩定可信任的政策，不應該再有波折。
請繼續往下閱讀...

台家盟說明，如將滿級分門檻由前1％考生的平均分數，再精細成前0.1％考生平均分數，滿級分基準將大幅提高，每一級分的原始考分分布區也加大，除了滿級分、接近滿級分和最低級分的考生之外，絕大多數考生因區間加大而恐降低級分，各項科目的前0.01至1％的佼佼者將因制度設計排除於滿級分之外，成為最大受害者。
全家盟代表王文賓表示，他的小孩是今年考生，新課綱的變動已經很大，對學生和家長都是很大的考驗，去年他也有參加招聯會的座談會，出席家長和教師團體多反對改為前0.1％，3年前已定案的制度不應再突然改變，拜託招聯會不要來亂，況且再半年就要舉行分科測驗，制度卻還有可能會更動，招聯會如同亂源，不如廢除掉。
大學招聯會執行長王文俊也上線參與，他受訪表示，大學招聯會預計在27日召開常務委員會討論級分計算基準，他上線是想了解台家盟和全家盟的意見，提供常委會討論，但不適合發表意見。
黃聰智說明台家盟和全家盟立場，呼籲招聯會儘速公布分科測驗採用前1％考生平均分數作為滿級分計算基準，招聯會並應公開保證考招制度的變動必定會經過充分溝通說明，且送教育部核定，宣布如有變動至少一年後實施，並要求招聯會於全國籌辦數場說明會，澄清考生及家長對考招制度的誤解，穩定大眾對新課綱及111考招制度的信心及支持。
台家盟今開記者會說明，大學考招分科測驗60級分計分基準，認為如改以前0.1％考生平均分數為基準，大多數考生級分將減少。（台家盟提供）

    不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法
","全家盟,招聯會,台家盟,大學招聯會",自由時報電子報,https://news.ltn.com.tw/news/life/breakingnews/3812172
離島海運航線試辦票務E化免接觸 出示證件即可登船,2022-01-25 16:25:21,life,武漢肺炎（新型冠狀病毒病，COVID-19）疫情嚴峻，交通部航港局今天表示，已依交通部指示，海運、客運比照三級警戒管制措施，提高場站及船舶清潔消毒頻率，杜絕傳染途徑，另外去年起已在旅客人數最多、票種最複雜的東琉線試辦E化，購票後出示證件即可登船，未來可望擴及所有離島海運航線。航港局副局長陳賓權今天於例行記者會表示，23日起禁止民眾在船舶（固定餐飲區域外）飲食；海運客運除比照三級警戒管制措施外，今年1月11日起，已積極督導場站與船舶管理單位，要求碼頭場站旅客進出動線、廁所等重點區域每小時清消1次，每日執行1次深度清消；客運船舶部分，針對民眾高頻率接觸面如出入門把手、座椅、座椅扶手等，於開航前及每航次後清潔消毒1次。,"東琉線交通船。（資料照）
〔記者陳心瑜／台北報導〕武漢肺炎（新型冠狀病毒病，COVID-19）疫情嚴峻，交通部航港局今天表示，已依交通部指示，海運、客運比照三級警戒管制措施，提高場站及船舶清潔消毒頻率，杜絕傳染途徑，另外去年起已在旅客人數最多、票種最複雜的東琉線試辦E化，購票後出示證件即可登船，未來可望擴及所有離島海運航線。
航港局副局長陳賓權今天於例行記者會表示，23日起禁止民眾在船舶（固定餐飲區域外）飲食；海運客運除比照三級警戒管制措施外，今年1月11日起，已積極督導場站與船舶管理單位，要求碼頭場站旅客進出動線、廁所等重點區域每小時清消1次，每日執行1次深度清消；客運船舶部分，針對民眾高頻率接觸面如出入門把手、座椅、座椅扶手等，於開航前及每航次後清潔消毒1次。
請繼續往下閱讀...

針對非每日開航船舶，於營運日開航／售票前及開航後各清消一次；另外，航行時間4小時或以上的長程船舶包括台馬之星、台華輪，每2小時對旅客出入密集及易觸碰處如樓梯、電梯、廁所及公共區域之門把、扶手、經常接觸表面等清潔消毒一次。
航港局表示，去年將東琉線的登船及票務系統E化、智能化，雖然當地售票業票種複雜，船運業者也多，加上有小蜜蜂、民宿業者等多種售票管道，但這些通路售票方式都會陸續從紙本轉為數位，購票乘客只須在搭船前出示身分證件，即可將身分資料數位化，購票方便也兼顧防疫。

    不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法
",武漢肺炎,自由時報電子報,https://news.ltn.com.tw/news/life/breakingnews/3812737
桃市傳1幼童確診 幼兒園急設採檢站、全園篩檢後停課至2/7,2022-01-25 09:33:03,life,因傳出學童確診，桃園市政府教育局宣布，加貝爾幼兒園即日起停課至2月7日（大年初七）；據悉，是新增1名幼童染疫，感染源不明，正由桃園市政府衛生局疫調中，尚未公布案號，今天上午10點將由天晟醫院進駐學校開設臨時採檢站，全園將在採檢後停課，今日未到園師生則將另通知前往社區採檢站採檢。桃園國際機場武漢肺炎（新型冠狀病毒病，COVID-19）爆發群聚感染，燒至社區、銀行、餐廳，甚至學校，如今遠雄自由貿易港區也淪陷，雖然各級學校學生都已放寒假，對於多數學生影響不大，但仍有校隊學生會到學校訓練，且補習班、私立幼兒園仍正常上課，為了提醒師生、家長，桃園市教育局接獲桃園市政府衛生局通知有學生確診或有學生曾與確診者接觸，均會發出通知提醒停課14天或預防性停課1天。,"因有學生確診，桃園市政府教育局宣布，加貝爾幼兒園即日起停課至2月7日（大年初七）。（市政府教育局提供）
〔記者魏瑾筠／桃園報導〕因傳出學童確診，桃園市政府教育局宣布，加貝爾幼兒園即日起停課至2月7日（大年初七）；據悉，是新增1名幼童染疫，感染源不明，正由桃園市政府衛生局疫調中，尚未公布案號，今天上午10點將由天晟醫院進駐學校開設臨時採檢站，全園將在採檢後停課，今日未到園師生則將另通知前往社區採檢站採檢。
桃園國際機場武漢肺炎（新型冠狀病毒病，COVID-19）爆發群聚感染，燒至社區、銀行、餐廳，甚至學校，如今遠雄自由貿易港區也淪陷，雖然各級學校學生都已放寒假，對於多數學生影響不大，但仍有校隊學生會到學校訓練，且補習班、私立幼兒園仍正常上課，為了提醒師生、家長，桃園市教育局接獲桃園市政府衛生局通知有學生確診或有學生曾與確診者接觸，均會發出通知提醒停課14天或預防性停課1天。
請繼續往下閱讀...

據桃園市教育局最新統計，目前停課14天的學校包括東興國中停課至27日；中壢高商（含進修部）、方華補習班停課至28日；內壢國小、美奇幼兒園、佳音英語元生分校停課至30日；信義國小及附幼、華盛頓幼兒園、高昇課照中心停課至31日。
還有，小牛津幼兒園、東安國小及附幼、新街國小及附幼停課至2月1日，與確診學生相關的接觸者，需至大年初一才能解隔離；加貝爾幼兒園則是停課至2月7日。另；中壢國小因有學生與確診者接觸，今預防性停課1天，個案採檢結果仍未出爐。
「武漢肺炎專區」請點此，更多相關訊息，帶您第一手掌握。

    不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法
",武漢肺炎,自由時報電子報,https://news.ltn.com.tw/news/life/breakingnews/3812061
第21輪第3劑疫苗明起分流預約 2/7至2/13接種,2022-01-25 14:24:42,life,第21輪武漢肺炎（新型冠狀病毒病，COVID-19）疫苗預約明天（26日）起開始預約，一樣有分年齡層分流預約，接種時程在2月7日到2月13日。目前加緊接種第三劑加強針，中央流行疫情指揮中心今天宣布，「COVID-19公費疫苗預約平台」第21輪將提供已完整接種兩劑武肺疫苗滿12週且滿18歲以上民眾，預約接種疫苗追加劑。,"第21輪武漢肺炎（新型冠狀病毒病，COVID-19）疫苗預約明天（26日）起開始預約，接種時程在2月7日到2月13日。（指揮中心提供）
〔記者吳亮儀／台北報導〕第21輪武漢肺炎（新型冠狀病毒病，COVID-19）疫苗預約明天（26日）起開始預約，一樣有分年齡層分流預約，接種時程在2月7日到2月13日。
目前加緊接種第三劑加強針，中央流行疫情指揮中心今天宣布，「COVID-19公費疫苗預約平台」第21輪將提供已完整接種兩劑武肺疫苗滿12週且滿18歲以上民眾，預約接種疫苗追加劑。
請繼續往下閱讀...

預約平台相關對象及期程說明如下：
一、施打時程：2月7日至2月13日。
二、符合資格對象：2021年11月21日前已完整接種兩劑疫苗且間隔滿12週之18歲以上民眾（即2004年2月13日前出生，可預約接種疫苗追加劑）。
三、預約分流時程：
（一）65歲以上：1月26日上午10時至1月27日下午4時。
（二）50歲到64歲：1月26日中午12時至1月27日下午4時。
（三）18歲到49歲：1月26日下午2時至1月27日下午4時。
指揮中心說明，民眾可於1月25日下午2時起於預約平台進行「預約資格查詢」，且不再另發送預約提醒簡訊，符合資格民眾請記得於預約時間進行預約，預約當日如遇啟動流量管制也請配合依序排隊耐心等候預約。
指揮中心指出，預約平台第21輪僅提供民眾預約接種疫苗追加劑，民眾若有第一、二劑或基礎加強劑接種需求，請持接種紀錄（小黃卡）到各地方政府指定/安排合約醫療院所或衛生所預約接種，或所設置之隨到隨打接種站接種。
查詢醫療院所資訊可至疾管署全球資訊網COVID-19疫苗接種院所項下，利用「COVID-19疫苗接種院所」或「COVID-19疫苗接種院所地圖」，依各地方政府衛生局提供資訊連結預約接種。
指揮中心提醒，請民眾前往接種COVID-19疫苗前，應備妥「COVID-19疫苗接種紀錄卡」及健保卡，並經醫生評估過往疫苗接種史及檢核接種紀錄後，提供民眾疫苗接種。

    不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法
","武漢肺炎,新型冠狀病毒,COVID-19,新型冠狀病毒病,第3劑疫苗",自由時報電子報,https://news.ltn.com.tw/news/life/breakingnews/3812530
150萬劑莫德納來了！預定14:10運抵桃機,2022-01-25 11:13:00,life,武漢肺炎（新型冠狀病毒病，COVID-19）本土疫情多點爆發，帶動國人接種「第三劑」基礎加強劑，但各地傳出莫德納疫苗存量告急，中央流行疫情指揮中心指揮官陳時中昨（24日）透露，新一批莫德納約有150多萬劑，預計這2天抵台。據了解，將由華航CI161班機於今天下午2點10分運抵桃園機場。根據桃機公司官網資訊，CI-161為華航A330-300客機載貨，將於當地下午12點25分自韓國仁川起飛，約下午2點10分運抵桃園國際機場第一航廈。,"約150萬劑莫德納疫苗下午抵台。（法新社）
〔記者陳心瑜／台北報導〕武漢肺炎（新型冠狀病毒病，COVID-19）本土疫情多點爆發，帶動國人接種「第三劑」基礎加強劑，但各地傳出莫德納疫苗存量告急，中央流行疫情指揮中心指揮官陳時中昨（24日）透露，新一批莫德納約有150多萬劑，預計這2天抵台。據了解，將由華航CI161班機於今天下午2點10分運抵桃園機場。
根據桃機公司官網資訊，CI-161為華航A330-300客機載貨，將於當地下午12點25分自韓國仁川起飛，約下午2點10分運抵桃園國際機場第一航廈。
請繼續往下閱讀...

陳時中昨在疫情中會上說明，莫德納這次大概有151萬至155萬劑，每次裝載的量不同，不過約有150萬劑左右，疫苗是從美國來，以默沙東為例，美國現在有5G訊號干擾問題，所以班次不是很穩定，既定時程是這2天會進來，但也不敢那麼確定具體的抵台時間。
「武漢肺炎專區」請點此，更多相關訊息，帶您第一手掌握。

    不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法
","莫德納疫苗,第三劑",自由時報電子報,https://news.ltn.com.tw/news/life/breakingnews/3812197
無名英雄防疫、拚治安 侯友宜、議長各地慰問警消,2022-01-24 23:13:15,society,今年春節安全維護（春安）工作今晚起跑，新北市長侯友宜、新北市議會議長蔣根煌與新莊警友會主任徐天祿等仕紳，今晚陸續到海山、板橋、新莊、蘆洲、淡水、三重等警分局及第一、第二、第三、第五等消防大隊慰問，感謝這批去年武漢肺炎（新型冠狀病毒病、COVID-19）肆虐期間，進行寧平疫調專案的警消們一年辛勞，適逢疫情再起，也期許記許戰勝疫情，守護民眾安全。新北市政府「111年加強重要節日安全維護工作」今晚起跑至2月7日，展開為期15天的「治安維護無假期」；新北市政府、警察局、消防局與警友、義消陸續展開慰問；新北市長侯友宜、副市長謝政達、議長蔣根煌、前台北縣副縣長蔡家福、新北市義警副大隊長游伯湖、多位民代出席慰問，顯示各界對警政工作的重視。,"春安工作今晚起跑，新北市長侯友宜、新北市議會議長蔣根煌與新莊警友會主任徐天祿等仕紳，今晚陸續到各地慰問警消。（記者吳仁捷翻攝）
〔記者吳仁捷／新北報導〕今年春節安全維護（春安）工作今晚起跑，新北市長侯友宜、新北市議會議長蔣根煌與新莊警友會主任徐天祿等仕紳，今晚陸續到海山、板橋、新莊、蘆洲、淡水、三重等警分局及第一、第二、第三、第五等消防大隊慰問，感謝這批去年武漢肺炎（新型冠狀病毒病、COVID-19）肆虐期間，進行寧平疫調專案的警消們一年辛勞，適逢疫情再起，也期許記許戰勝疫情，守護民眾安全。
新北市政府「111年加強重要節日安全維護工作」今晚起跑至2月7日，展開為期15天的「治安維護無假期」；新北市政府、警察局、消防局與警友、義消陸續展開慰問；新北市長侯友宜、副市長謝政達、議長蔣根煌、前台北縣副縣長蔡家福、新北市義警副大隊長游伯湖、多位民代出席慰問，顯示各界對警政工作的重視。
請繼續往下閱讀...

侯友宜表示，今年春節假期長，重點工作除了治安維護，返鄉及宗教寺廟、旅遊風景區的交通順暢，還要做好各項為民服務，並利用巡守時機協助照護慰問弱勢族群，並以「案件在哪裡、警察在哪裡」第一時間受理報案，警察快速到位來解決民眾的困難，這是警察基本態度及責任，讓全體市民平安過個好年。
警察局長黃宗仁指出，2020年新北市挺過武漢肺炎三級警戒危機，執行「平寧計畫」協助市府成功壓制疫情，破獲六大矚目案件，榮獲四大民調、行政院奧斯卡服務獎、警界奧斯卡（國家警光獎）團體與個人大小滿貫等大獎肯定，「新北･心警」招牌大受好評、大放異彩，以上榮耀非一蹴可幾，而是結合五力齊發（義警、民防、警友、志工、巡守），讓新北市民生活更安全舒適，並強化社區自我防衛力量，達到社區警政的目標，期勉警民攜手合作，創造祥和社會、社區平安的願景，新北市民生活更能安居樂業過好日子。也請大家春節期間做好防疫工作，平安快樂過好年。
春安工作今晚起跑，新北市長侯友宜、新北市議會議長蔣根煌與新莊警友會主任徐天祿等仕紳，今晚陸續到各地慰問警消。（記者吳仁捷翻攝）
春安工作今晚起跑，新北市長侯友宜、新北市議會議長蔣根煌與新莊警友會主任徐天祿等仕紳，今晚陸續到各地慰問警消。（記者吳仁捷翻攝）
春安工作今晚起跑，新北市長侯友宜、新北市議會議長蔣根煌與新莊警友會主任徐天祿等仕紳，今晚陸續到各地慰問警消。（記者吳仁捷翻攝）
春安工作今晚起跑，新北市長侯友宜、新北市議會議長蔣根煌與新莊警友會主任徐天祿等仕紳，今晚陸續到各地慰問警消。（記者吳仁捷翻攝）
春安工作今晚起跑，新北市長侯友宜、新北市議會議長蔣根煌與新莊警友會主任徐天祿等仕紳，今晚陸續到各地慰問警消。（記者吳仁捷翻攝）

    不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法
","警察,春節,春安,春安工作,春節治安,加強重要節日安全維護工作",自由時報電子報,https://news.ltn.com.tw/news/society/breakingnews/3811887
鴻佰科技新竹廠4例確診匡列418人 篩檢2079人全部陰性,2022-01-24 18:42:43,life,首次上稿 13:17更新時間 18:42因應鴻佰科技新竹廠4名員工確診案，新竹縣政府今天公布已經匡列418人，其中居家隔離86人、自主健康管理119名，另有213人必須自我健康監測，且透過立刻成立的8個篩檢站，昨晚漏夜全面篩檢了2079人，結果全部陰性，陰性受篩者中包含鴻栢科技新竹廠、其移工宿舍以及竹北高賓大旅社3個高風險場域的1361人統統陰性。,"縣府對確診者足跡進行消毒。（圖由竹縣府提供）
首次上稿 13:17更新時間 18:42
〔記者黃美珠／竹縣報導〕因應鴻佰科技新竹廠4名員工確診案，新竹縣政府今天公布已經匡列418人，其中居家隔離86人、自主健康管理119名，另有213人必須自我健康監測，且透過立刻成立的8個篩檢站，昨晚漏夜全面篩檢了2079人，結果全部陰性，陰性受篩者中包含鴻栢科技新竹廠、其移工宿舍以及竹北高賓大旅社3個高風險場域的1361人統統陰性。
請繼續往下閱讀...

縣府強調，中央公布確診的鴻柏科技新竹廠4個本土確診個案：案 18421、案18418、案18427、案18412，都是1月22日桃園市遠雄自貿港區鴻佰科技感染衍伸案例，感染源明確，前述篩檢報告也出爐，請鄉親不要過度焦慮。
但是因應這次鴻佰科技新竹廠的本土確診事件，縣府請民眾曾跟確診者足跡重疊，或自覺出現疑似症狀者，可於今天下午5點以前，前往湖口仁慈醫院、中國醫藥大學新竹附設醫院、新竹臺大分院生醫醫院竹北院區、以及臺北榮民總醫院新竹分院接受PCR。
另外，縣府衛生局從明天、25日起到28日為止，將在湖口鄉衛生所、仁慈醫院加開5場隨到隨打疫苗的場次，提供1200劑給鄉親接種。
首場在明天（25日）早上9點到11點半，下午5點到晚上7點，在湖口衛生所，可接種BNT疫苗第1到第3劑，總共200個名額。
週三到週五每天早上9點到11點半，湖口衛生所將各有200個名額，主要提供BNT第1到第3劑的接種，只有週四、27日是改打高端第1到第3劑。
另外，週五、28日下午3點到3點半，在仁慈醫院另有200名的BNT第1到第3劑，提供隨到隨打。
縣府表示，當一接獲鴻佰新竹廠的確診個案後，衛生、勞工單位立刻到新竹廠和移工宿舍做環境風險評估和疫調，啟動防火牆機制在高風險足跡場域設立篩檢站，包括高賓大旅社、鴻佰科技新竹廠以及移工宿舍共3棟大樓，全面採檢1361人，結果都是陰性。
衛生局昨天同步也在湖口、竹北、竹東等足跡點完成清消並設立5處社區篩檢站，採檢718人，目前606人結果出爐，也都陰性。總共8處篩檢站採檢了2079人，結果全部陰性，其餘持續檢驗中外，相關疫調及個案管理也持續進行中。
「武漢肺炎專區」請點此，更多相關訊息，帶您第一手掌握。
縣府對確診者足跡進行消毒。（圖由竹縣府提供）

    不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法
","新竹縣衛生局,鴻佰,武漢肺炎,新型冠狀病毒,COVID-19,新型冠狀病毒病",自由時報電子報,https://news.ltn.com.tw/news/life/breakingnews/3811173
北市防西堤案重演！ 曝房仲業男餐廳、溫泉足跡 急發1542筆簡訊,2022-01-24 15:47:18,life,台北市士林區昨一起1家3口的家戶感染中，不明感染源的房仲業哥哥案18375曾到過Kitchen 66廚房、「有間火鍋」店、皇池溫泉御膳館、潮肉壽喜燒永吉店，因用餐期間未戴口罩且停留時間較長，北市府再擴大匡列後3日足跡重疊民眾，並發出1542筆細胞簡訊，呼籲收到簡訊民眾儘速就醫採檢。,"案18375高風險足跡。（台北市政府提供）

〔記者鄭名翔／台北報導〕台北市士林區昨一起1家3口的家戶感染中，不明感染源的房仲業哥哥案18375曾到過Kitchen 66廚房、「有間火鍋」店、皇池溫泉御膳館、潮肉壽喜燒永吉店，因用餐期間未戴口罩且停留時間較長，北市府再擴大匡列後3日足跡重疊民眾，並發出1542筆細胞簡訊，呼籲收到簡訊民眾儘速就醫採檢。
北市府特別提醒的案18375四處足跡包括15、16日晚間7點至10點於大安區Kitchen 66廚房、17日晚間6點59分至10點則在松山區的「有間火鍋」店、19日晚間11時至隔天凌晨2時則至北投區皇池溫泉御膳館、20日下午6時19分至8時20分於南港區潮肉壽喜燒永吉店。
請繼續往下閱讀...

北市副市長黃珊珊指出，有日前桃園西堤餐廳群聚案之鑑，考量確診者於上述地點所待時間較長、且用餐未戴口罩，因此擴大匡列足跡當日及後3日到訪的客人，共發出1542筆細胞簡訊，並搭配調閱監視器尋人，呼籲收到簡訊及曾到過上述地點的民眾，儘速至聯合醫院和平、中興、仁愛、陽明、忠孝院區、關渡及萬芳醫院進行採檢。
「武漢肺炎專區」請點此，更多相關訊息，帶您第一手掌握。

    不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法
","黃珊珊,武漢肺炎,新型冠狀病毒,COVID-19,新型冠狀病毒病",自由時報電子報,https://news.ltn.com.tw/news/life/breakingnews/3811387
服用輝瑞武肺口服藥 以色列92％患者「3天內病情好轉」,2022-01-24 16:43:24,world,南韓14日開始採用輝瑞藥廠開發的口服藥「Paxlovid」治療武漢肺炎（新型冠狀病毒病，COVID-19）患者，使用迄今尚未接獲嚴重不良反應通報，首位服用者病情也在好轉。以色列方面也傳出好消息，該國最新研究結果顯示，接受Paxlovid處方的武肺確診者中，有92%的患者在3天內症狀出現好轉。《耶路撒冷郵報》報導，以色列馬卡比健保系統（Maccabi Healthcare Services）對服用「Paxlovid」的850人進行了調查後，得出了上述結論。,"輝瑞預期本季全球可以生產大約700萬個療程的「Paxlovid」，年底前生產1.2億個療程。（路透）
〔編譯陳成良／綜合報導〕南韓14日開始採用輝瑞藥廠開發的口服藥「Paxlovid」治療武漢肺炎（新型冠狀病毒病，COVID-19）患者，使用迄今尚未接獲嚴重不良反應通報，首位服用者病情也在好轉。以色列方面也傳出好消息，該國最新研究結果顯示，接受Paxlovid處方的武肺確診者中，有92%的患者在3天內症狀出現好轉。
《耶路撒冷郵報》報導，以色列馬卡比健保系統（Maccabi Healthcare Services）對服用「Paxlovid」的850人進行了調查後，得出了上述結論。
請繼續往下閱讀...

報導中說，服用「Paxlovid」的人中，有60%的人身體狀況在1天內開始好轉，92%在3天內退燒。但服用者中有6%因異常反應而中斷治療。62%的服用者經歷了腹瀉、嗅覺或味覺喪失、肌肉疼痛、頭痛等異常反應。目前尚未接到服用治療劑後死亡的報告。
色列於上月26日批准了緊急使用「Paxlovid」，4天後領先全球，成為第一個取得Paxlovid的國家，並於本月9日起對高危人群患者提供該藥品。
「Paxlovid」藥物的治療方法主要是阻止武肺病毒在人體細胞內自行複製，每次療程5天，每天口服2次。根據輝瑞藥廠公佈的資料，在出現症狀3天內服用，可降低89％的住院率與死亡率，且服藥後第5天，病患體內的病毒量可降低10倍。
目前「Paxlovid」的供應仍然有限。輝瑞預期本季全球可以生產大約700萬個療程的「Paxlovid」，年底前生產1.2億個療程。
「武漢肺炎專區」請點此，更多相關訊息，帶您第一手掌握。

    不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法
","武漢肺炎,新型冠狀病毒,COVID-19,新型冠狀病毒病,輝瑞口服藥",自由時報電子報,https://news.ltn.com.tw/news/world/breakingnews/3811494
又群聚！英相強森開趴後又辦慶生會 首相府辯：只待10分鐘,2022-01-25 14:31:29,world,英國首相強森（Boris Johnson）近來深陷「派對門」政治風暴，如今再有報導指出，首相官邸唐寧街10號在政府下令首波封鎖令期間，違反群聚規定替強森慶生，對此強森辦公室辯稱，當時首相僅待不到10分鐘。綜合英國媒體報導，2020年6月19日在內閣辦公廳有一場替剛結束赫特福德郡官方行程的強森舉辦的慶生會，報導指出當天的生日會是由強森的妻子安排，她還帶領工作人員一起唱生日歌，還有一個蛋糕被送到約翰遜面前，對此首相辦公室駁斥報導，稱指當天首相府裡的一群工作人員在會議結束後短暫聚集在內閣會議室裡，一起祝強森生日快樂，首相在那裡「待了不到10分鐘」。,"英國首相強森近來深陷「派對門」政治風暴，如今再有報導指出，首相官邸唐寧街10號在封鎖令期間，違反群聚規定替強森慶生。（美聯社）
〔即時新聞／綜合報導〕英國首相強森（Boris Johnson）近來深陷「派對門」政治風暴，如今再有報導指出，首相官邸唐寧街10號在政府下令首波封鎖令期間，違反群聚規定替強森慶生，對此強森辦公室辯稱，當時首相僅待不到10分鐘。
綜合英國媒體報導，2020年6月19日在內閣辦公廳有一場替剛結束赫特福德郡官方行程的強森舉辦的慶生會，報導指出當天的生日會是由強森的妻子安排，她還帶領工作人員一起唱生日歌，還有一個蛋糕被送到約翰遜面前，對此首相辦公室駁斥報導，稱指當天首相府裡的一群工作人員在會議結束後短暫聚集在內閣會議室裡，一起祝強森生日快樂，首相在那裡「待了不到10分鐘」。
請繼續往下閱讀...

當時正值英國第一波武漢肺炎（新型冠狀病毒病，COVID-19）疫情封鎖時期，幾乎禁止了所有2人以上的室內活動，除非有工作或教育等特定事由。報導另指強森的親友也在官邸內同樂，引發各界對首相的不信任感。
「武漢肺炎專區」請點此，更多相關訊息，帶您第一手掌握。

    不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法
","英國,強森",自由時報電子報,https://news.ltn.com.tw/news/world/breakingnews/3812429
