TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
春節後首梯！21期公費疫苗追加劑 明起分流預約,2022-01-25 14:13:25,生活,COVID-19公費疫苗平臺第21期自1月26日起，提供已完整接種兩劑COVID-19疫苗滿12週且滿18歲以上民眾預約接種疫苗追加劑。中央流行疫情指揮中心今(25)日表示，因應國內本土疫情升溫，目前已提供民眾於各地方政府衛生局,"COVID-19公費疫苗平臺第21期自1月26日起，提供已完整接種兩劑COVID-19疫苗滿12週且滿18歲以上民眾預約接種疫苗追加劑。



中央流行疫情指揮中心今(25)日表示，因應國內本土疫情升溫，目前已提供民眾於各地方政府衛生局安排/指定之合約醫療院所預約或至隨到隨打接種站方式接種COVID-19疫苗。為提供多元疫苗預約管道，加速提升民眾免疫保護力，COVID-19公費疫苗預約平臺，第21期將提供「已完整接種兩劑COVID-19疫苗滿12週且滿18歲以上」民眾，預約接種疫苗追加劑。另請已於各地方政府衛生局安排/指定之合約醫療院所完成預約之民眾，請依原已預約時段前往接種，無需再於預約平臺重複預約。



預約平臺相關對象及期程說明如下：



一、施打時程：2月7日至2月13日。



二、符合資格對象：2021年11月21日前已完整接種兩劑疫苗且間隔滿12週之18歲以上民眾[即2004/2/13(含)前出生]預約接種疫苗追加劑。



三、預約分流時程：

(一)65歲以上：1月26日上午10時至1月27日下午4時。

(二)50歲-64歲：1月26日中午12時至1月27日下午4時。

(三)18歲-49歲：1月26日下午2時至1月27日下午4時。


指揮中心說明，民眾可於1月25日下午2時起於預約平臺進行預約資格查詢，不再另發送預約提醒簡訊，符合資格民眾請記得於預約時間進行預約，預約當日如遇啟動流量管制亦請配合依序排隊耐心等候預約。



指揮中心指出，預約平臺第21期僅提供民眾預約接種疫苗追加劑，民眾若有第一、二劑或基礎加強劑接種需求，請持接種紀錄(小黃卡)至各地方政府指定/安排合約醫療院所或衛生所預約接種，或所設置之隨到隨打接種站接種。前述醫療院所資訊，可至疾管署全球資訊網 COVID-19疫苗接種院所項下，利用「COVID-19疫苗接種院所」或「COVID-19疫苗接種院所地圖」，依各地方政府衛生局提供資訊連結預約接種。



指揮中心提醒，請民眾前往接種COVID-19疫苗前，應備妥「COVID-19疫苗接種紀錄卡」及健保卡，並經醫生評估過往疫苗接種史及檢核接種紀錄後，提供民眾疫苗接種。另18歲至未滿20歲民眾，如自行前往接種，請持家長簽具之意願同意書，若由家長陪同前往接種，請本人與家長於現場共同簽署意願同意書。","第三劑.疫苗,預約,COVID,19,接種",中時新聞網,https://www.chinatimes.com/realtimenews/20220125003023-260405
全美第一個 美國批准輝瑞COVID-19口服藥在家使用,2021-12-23 04:53:05,國際,輝瑞大藥廠（Pfizer Inc.）今天表示，美國食品暨藥物管理局（FDA）已批准輝瑞生產的COVID-19口服抗病毒藥物在家使用，是全美首個獲核准的家用COVID-19治療。路透社報導，FDA批准輝瑞生產的COVID-19（2019冠狀病毒疾,"輝瑞大藥廠（Pfizer Inc.）今天表示，美國食品暨藥物管理局（FDA）已批准輝瑞生產的COVID-19口服抗病毒藥物在家使用，是全美首個獲核准的家用COVID-19治療。

路透社報導，FDA批准輝瑞生產的COVID-19（2019冠狀病毒疾病）口服抗病毒藥物Paxlovid，可用於在家治療高危險成人病患，以及12歲以上兒童。

輝瑞臨床試驗數據顯示，在預防高危險重症患者住院和死亡方面，這個口服藥的效力達90%。最近實驗室數據顯示，該藥物也對Omicron變異株有效。

但FDA強調，這個口服藥應該作為輔助，而非取代疫苗，疫苗仍是抗疫的首要手段。（譯者：陳正健）1101223

","輝瑞,COVID,口服藥,FDA,19",中時新聞網,https://www.chinatimes.com/realtimenews/20211223000721-260408
川普施打並推廣COVID-19疫苗追加劑 白宮表達感激,2021-12-24 04:34:53,國際,白宮發言人莎琪（Jen Psaki）今天表示，白宮感激前總統川普（Donald Trump）施打COVID-19（2019冠狀病毒疾病）疫苗追加劑，還公開宣傳應該接種疫苗。路透社報導，共和黨籍的川普近期受訪時說，他已打過追加劑，還形,"白宮發言人莎琪（Jen Psaki）今天表示，白宮感激前總統川普（Donald Trump）施打COVID-19（2019冠狀病毒疾病）疫苗追加劑，還公開宣傳應該接種疫苗。

路透社報導，共和黨籍的川普近期受訪時說，他已打過追加劑，還形容COVID-19疫苗是「人類最偉大的成就之一」。

川普接受保守派評論員歐文斯（Candace Owens）訪問時說：「病重、去醫院的人，是那些沒打疫苗的人。如果你打了疫苗，就有保護力。」

莎琪今天在簡報會上告訴記者：「我們感激前總統接種追加劑，我們也感激他近期受訪時，清楚表示疫苗有效且安全。」

美國只有62%的人打完規定劑量的疫苗，比率在富裕國家當中相當低，部分原因在於共和黨帶頭反對民主黨籍總統拜登（Joe Biden）一年來的疫苗推廣行動。

川普19日接受福斯新聞頻道（Fox News）前主持人歐萊利（Bill O'Reilly）訪問時，透露自己已施打加強劑，引來現場觀眾揶揄鼓譟。

川普9月曾說他可能不會接種追加劑，如今他改口公開支持。

美國至今已有超過80萬人死於COVID-19，高居全球首位，且今年絕大多數病故人士都是沒打過疫苗的患者。（譯者：楊昭彥）1101224

","疫苗,川普,追加劑,COVID,19",中時新聞網,https://www.chinatimes.com/realtimenews/20211224000676-260408
Omicron重創秘魯 1月首周7萬確診創紀錄,2022-01-11 14:49:42,國際,Omicron變異株為秘魯帶來第3波COVID-19疫情，衛生官員今天告訴媒體，秘魯1月首週獲報7萬例確診，創疫情以來最高紀錄。路透社報導，秘魯政府衛生官員塞爾索（Dante Cersso）告訴記者，新的COVID-19（2019冠狀病毒疾病,"Omicron變異株為秘魯帶來第3波COVID-19疫情，衛生官員今天告訴媒體，秘魯1月首週獲報7萬例確診，創疫情以來最高紀錄。

路透社報導，秘魯政府衛生官員塞爾索（Dante Cersso）告訴記者，新的COVID-19（2019冠狀病毒疾病）單週確診人數超越先前的最高紀錄。之前紀錄是去年4月第2週的6萬7107人。

當時秘魯正經歷殘酷的第2波疫情，而根據約翰霍普金斯大學（Johns Hopkins University）的資料，秘魯在第2波疫情中的人均死亡率高居全球第1，有約0.5%的秘魯人死於COVID-19。

根據秘魯衛生部資料，這波病逝人數未隨染疫人數激增而飆升，這與其他國家的情況也類似，感染Omicron的確診人數雖然暴增，但病歿人數卻相對較少。

根據牛津大學數據庫之一的「數據看世界」（Our World In Data），有65%的秘魯人已經接種兩劑疫苗，當地也提供追加劑，供所有打完第2劑疫苗滿3個月的成人接種。

南美洲雖在前幾波疫情遭到重擊，但已成為全球疫苗接種率最高的地區。

鄰近秘魯的玻利維亞、阿根廷最近幾週獲報的確診人數，也因高度傳染力的Omicron而創新高。

秘魯上週收緊部分防疫措施，以降低新一波疫情高峰帶來的衝擊。（譯者：李晉緯/核稿：陳亦偉）1110111

","秘魯,Omicron,COVID,19,確診人數",中時新聞網,https://www.chinatimes.com/realtimenews/20220111002799-260408
本土再＋17 桃園相關群聚累積破百人,2022-01-18 14:32:02,生活,中央流行疫情指揮中心18日公布國內新增66例COVID-19確定病例，分別為17例本土個案及49例境外移入；另確診個案中無新增死亡。指揮中心表示，今日新增本土個案為10例男性、7例女性，年齡介於未滿5歲至60多歲。指揮中心,"中央流行疫情指揮中心18日公布國內新增66例COVID-19確定病例，分別為17例本土個案及49例境外移入；另確診個案中無新增死亡。

指揮中心表示，今日新增本土個案為10例男性、7例女性，年齡介於未滿5歲至60多歲。

指揮中心說明，今日新增境外移入個案為33例男性、16例女性，年齡介於未滿10歲至60多歲，分別自美國（21例）、越南（5例）、加拿大（4例）、英國（3例）、法國（2例）、愛爾蘭、西班牙、瑞典、菲律賓、波蘭、墨西哥及巴拿馬（各1例）移入；另7例調查中。入境日介於今（2022）年1月3日至1月17日。

指揮中心統計，截至目前國內累計5306453例新型冠狀病毒肺炎相關通報（含5287815例排除），其中17951例確診，分別為3171例境外移入，14726例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計115例移除為空號。2020年起累計851例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另13例為境外移入。

指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。","指揮中心,中央流行疫情指揮中心,COVID,本土個案,例境外移入",中時新聞網,https://www.chinatimes.com/realtimenews/20220118003078-260405
接種新規定 39場所人員 需打滿兩劑疫苗,2021-12-08 14:28:56,生活,中央流行疫情指揮中心今(8)日表示，由於國際疫情持續嚴峻及Omicron新型變異株之威脅增加，考量國內COVID-19疫苗接種量能尚屬充足，為積極防範社區傳播風險，自111年1月1日起，中央各部會及地方政府權管場所場域之工,"中央流行疫情指揮中心今(8)日表示，由於國際疫情持續嚴峻及Omicron新型變異株之威脅增加，考量國內COVID-19疫苗接種量能尚屬充足，為積極防範社區傳播風險，自111年1月1日起，中央各部會及地方政府權管場所場域之工作人員及從業人員，屬於維持醫療及防疫量能者、高接觸風險工作者、維持國家安全及社會機能正常運作者(即COVID-19公費疫苗接種對象第1、2、3、7類對象)，以及矯正機關、殯葬場所工作人員等(詳如附件)，因工作或服務性質具有「接觸不特定人士或無法保持社交距離」之特性，將強化上述人員COVID-19疫苗接種規範，共同維護國人健康安全。規範原則如下：


一、上述中央各部會及地方政府權管場所場域工作人員/從業人員皆應接種COVID-19疫苗2劑且滿14天（最晚應於110年12月17日前接種第2劑疫苗）；新進人員於首次服務前，倘未完整接種2劑疫苗且滿14天，應提供自費3日內抗原快篩(含家用快篩)或PCR檢驗陰性證明。



二、倘人員曾為COVID-19確診個案，且持有3個月內由衛生機關開立之解除隔離通知書者，可暫免檢具COVID-19疫苗接種證明，惟應於解除隔離滿3個月後，儘速完整接種COVID-19疫苗，新進人員並應於首次服務前，提供自費3日內PCR檢驗陰性證明。



三、倘人員經醫師評估且開立不建議施打COVID-19疫苗證明或個人因素無法施打者，須每週1次自費抗原快篩(含家用快篩)或PCR檢驗陰性後，始得提供服務，新進人員並應於首次服務前，增加1次自費3日內PCR檢驗陰性證明。



指揮中心強調，為確保相關場所場域人員自111年1月1日起皆能符合上開規範，各相關部會及地方政府將加強督導，請相關場所場域鼓勵未完整COVID-19疫苗接種之工作人員及從業人員，儘速於110年12月17日前完整接種2劑疫苗。



","COVID,19,場域,工作人員,人員",中時新聞網,https://www.chinatimes.com/realtimenews/20211208003236-260405
加拿大外長新冠快篩陽性 邊隔離邊工作,2021-12-21 13:28:55,國際,加拿大外交部長趙美蘭（Mélanie Joly）今天表示，她的COVID-19快篩結果呈陽性反應，並說她在隔離狀態下繼續工作，直到PCR檢測結果出爐為止。路透社報導，42歲的趙美蘭10月才獲任命為加拿大外長，將成為確診的重要政,"加拿大外交部長趙美蘭（Mélanie Joly）今天表示，她的COVID-19快篩結果呈陽性反應，並說她在隔離狀態下繼續工作，直到PCR檢測結果出爐為止。

路透社報導，42歲的趙美蘭10月才獲任命為加拿大外長，將成為確診的重要政治人物之一。隨著COVID-19（2019冠狀病毒疾病）Omicron變異株加速蔓延，疫情迅速升溫。

趙美蘭推文說：「我做了一次COVID-19快篩，結果呈陽性反應。依據公共衛生指南，我正接受隔離，但我會像先前幾天一樣，以線上方式繼續做我的工作，直到PCR檢測結果出來為止。」

趙美蘭沒有提供進一步細節，記者未能立即聯絡上她的首席發言人就此置評。

加拿大總理杜魯道（Justin Trudeau）17日曾表示，Omicron變異株讓COVID-19病例激增情況「駭人」，呼籲民眾落實防疫措施。加拿大衛生官員也明確表示，醫療體系可能很快就會出現困境。

加拿大人口第2多的魁北克省（Quebec）今天稍早下令酒吧、健身房、賭場暫時歇業，並指示民眾只能在家工作。

魁北克省衛生廳廳長杜貝（Christian Dube）表示，全省單日新增確診案例上升到4500例創新高，且情況預料還會更糟。

他敦促魁北克民眾在耶誕節和新年假期期間，減少與人接觸。新的防疫措施定於今天下午5時（台灣時間21日上午6時）生效。

杜貝在線上舉行的簡報會上說：「情況很危急…現在，我們正在打一場對抗病毒的戰爭。」

他說：「我們的專家今天傍晚將有新的預測，但老實說，預測結果可能無法振奮人心。」

杜貝表示，大部分的學校將立即關閉，直到明年1月10日。在此同時，餐廳僅能在下午5時到晚間10時營業，體育賽事也只能在沒有觀眾的情況下進行。（譯者：李晉緯/核稿：盧映孜）1101221

","COVID,19,美蘭,情況,隔離",中時新聞網,https://www.chinatimes.com/realtimenews/20211221002431-260408
《生醫股》國光COVID-19疫苗印尼臨床 明年1月開打第一針,2021-12-20 13:41:12,財經,後疫情時代的產業，<a href='https://wantrich.chinatimes.com/tw-market/listed/stock/4142' target='_blank' rel='noopener'>國光生(4142)</a>董事長詹啟賢說，無論是法規或是市場都會回歸到正常法則，全新疫苗從,"後疫情時代的產業，國光生(4142)董事長詹啟賢說，無論是法規或是市場都會回歸到正常法則，全新疫苗從進入人體臨床試驗到取得藥證成長率僅有8.6%，未來公司從R&D到CDOM都會多樣化的服務，另外，外界關注的COVID-19疫苗，印尼二期臨床已經啟動很久了，第一針將會在明年的1月3日開打，而針對變種病毒，也正在進行開發當中。



國光生技COVID-19疫苗獲印尼核准一、二期人體臨床，詹啟賢說，已經準備了很久，預期第一針會在明2022年1月3月開打，計畫收案240個人，開始第一波施打，大約需要半年的時間，接下來還需要統計數據，預期明年中間就能夠看到期中的數據。在這個基礎上，準備三期臨床試驗，將會按照國際標準來，預期將收案接近3萬人。

國光生技將在印尼建廠，土地面積約10公頃，整個投資計畫，詹啟賢說，將由國光主導會有新的投資者進入，據了解，目前國外東南亞地區的財團有表達參與的意願，其實國光生自有資金就夠建廠，但為了打開市場，找來國際合作伙伴，會更有利。印尼廠產能目前還在規畫當中，初期將有充填、原液產線，不會全數以疫苗為主。

目前國光生技既有的產能，流感廠年產1400萬劑，充填一線年產約1800~2000萬劑，而國衛院細胞培養廠200L。未來的全方位廠區，細胞培養廠1000L+200L生物反應器，目前已竣工，查廠認證進行中，年產300萬劑以上；PFS充填二線，年產針劑1億劑，已取得GMP查廠認證，商業量產；另外，破傷風疫苗原液廠2021年機器設備安裝，2023年7月將可商業量產。

在新產品開發方面，EV71腸病毒台灣藥證申請中，越南進行三期臨床試驗，進軍東南亞市場；在日本腦炎疫苗方面，導入細胞培養新製程，臨床動物實驗完成，臨床試驗規畫進行中；破傷風(TTA)疫苗，2023年7月破傷風原液新廠完成商業量產。



","國光生,全新,年產,疫苗,印尼",中時新聞網,https://www.chinatimes.com/realtimenews/20211220002567-260410
遏制COVID-19 歐盟數國啟動幼童疫苗接種計畫,2021-12-15 19:50:32,國際,為遏制COVID-19（2019冠狀病毒疾病）擴散、並維持學校開放，數個歐洲國家今天開始替5歲至11歲幼童接種疫苗，部分國家則尚未做出相關決定。率先開始替幼童接種疫苗的歐洲國家包括德國、西班牙、希臘、匈牙利。德國小,"為遏制COVID-19（2019冠狀病毒疾病）擴散、並維持學校開放，數個歐洲國家今天開始替5歲至11歲幼童接種疫苗，部分國家則尚未做出相關決定。

率先開始替幼童接種疫苗的歐洲國家包括德國、西班牙、希臘、匈牙利。

德國小兒科醫師協會發言人馬斯克（Jakob Maske）表示，許多家長要求替孩子施打COVID-19疫苗，「我們只要一開放預約接種，名額幾乎都會被搶光」。

德國疫苗接種委員會（STIKO）先前僅建議患有其他疾病的兒童接種COVID-19疫苗，但今後只要父母提出要求，健康兒童也能接種。

在希臘，目前已有逾2萬名父母替孩子預約疫苗接種。

西班牙是歐洲疫苗接種率最高的國家之一，當局表示，替幼童接種疫苗，旨在打破「家庭環境、學校和社區內」的感染鏈。

部分歐洲國家將在近期內啟動類似的疫苗接種計畫，包括義大利、葡萄牙、波蘭、波羅的海三小國和捷克共和國，其他國家尚未做出最後決定。

歐盟藥品管理局（EMA）上月核准針對高感染率的5至11歲幼童，施打輝瑞/BNT疫苗。

12歲以下幼童的疫苗劑量較成人低，且會裝在橙色蓋子的小瓶中，以與較年長者適用的紫色蓋子瓶裝區別。

美國是全球第一個替5至11歲幼童施打COVID-19疫苗的大國，目前已有超過500萬名幼童打過疫苗。","幼童,COVID,19,疫苗,歐洲國家",中時新聞網,https://www.chinatimes.com/realtimenews/20211215005344-260408
美染疫死亡破80萬例 疫苗問世後仍死45萬人,2021-12-15 11:03:01,國際,美國約翰霍普金斯大學（Johns Hopkins University）統計數據顯示，美國COVID-19染疫不治總數今天破80萬例，而美國2020年底推出疫苗後，2021年仍有約45萬人病歿。法新社報導，美國COVID-19（2019冠狀病毒疾病）死亡人,"美國約翰霍普金斯大學（Johns Hopkins University）統計數據顯示，美國COVID-19染疫不治總數今天破80萬例，而美國2020年底推出疫苗後，2021年仍有約45萬人病歿。

法新社報導，美國COVID-19（2019冠狀病毒疾病）死亡人數為全球最多，而迄今過世的80萬人，相當於北達科他或阿拉斯加等州的一州總人口。

聯邦眾議院議長裴洛西（Nancy Pelosi）、聯邦參議院領袖舒默（Chuck Schumer）與眾院共和黨領袖麥卡錫（Kevin McCarthy）等國會議員今晚在國會山莊階梯上默哀。

舒默在聲明中說：「今天…我們將緬懷80萬名沒挺過這個疫情的親人，這些人都是某個人的父親或祖父、母親或祖母、朋友或街訪鄰居。我們都有認識的人因感染COVID-19病故。」

美國2020年12月首度授權COVID-19疫苗接種，2021年春疫苗量已足以讓民眾廣泛施打。儘管疫苗提供高效防護力，2021年仍有約45萬人病逝，而大多數的死者都未接種過疫苗。

根據官方數據，在9月，也就是最新一個進行析報告的月份顯示，尚未完整接種疫苗者死於COVID-19的風險，是完整接種疫苗者的14倍。

Delta變異株引發的第4波疫情，在美國掀起一波接種潮，如今全美3億3200萬人口有超過60%已完整接種，但覆蓋率依舊落後其他富裕國家。

美國現在面臨第5波疫情，疫情核心落在氣溫較低的北部幾州，因為民眾冬季時通常會窩在室內取暖。

而最早於11月底在南非現蹤的最新高關注變異株Omicron，讓全球再度陷入警戒。美國約有3%病例是感染Omicron，但將跟其他國家一樣，比率預料將迅速增加。

初步數據顯示，大多數確診Omicron的患者僅有輕症，但Omicron的傳播力與免疫逃脫能力更強，可能會導致更多人感染，進而抵銷感染引發輕症的優勢。

衛生當局敦促16歲以上民眾施打追加劑，讓保護力恢復到過去兩劑在對抗過去幾種變異株的程度。（譯者：張曉雯/核稿：蔡佳敏）1101215

","美國,COVID,19,Omicron,80萬",中時新聞網,https://www.chinatimes.com/realtimenews/20211215001936-260408
