TITLE,TIME,CATEGORY,DESCRIPTION,CONTENT,KEYWORDS,FROM,LINK
害梅西染病？阿根廷DJ遭球迷辱罵「殺人兇手」,2022-01-04 15:30:29,體育,巴黎聖日耳曼球星梅西（Lionel Messi）與3位隊友在耶誕假期感染了COVID-19，一位在梅西家派對擔任DJ的阿根廷人帕拉西歐（Fernando Palacio）被懷疑是傳染給梅西的禍首，在推特上成為全國公敵，還有人辱罵他是「殺人,"Fer Palacio（@ferpalaci0）分享的貼文
巴黎聖日耳曼球星梅西（Lionel Messi）與3位隊友在耶誕假期感染了COVID-19，一位在梅西家派對擔任DJ的阿根廷人帕拉西歐（Fernando Palacio）被懷疑是傳染給梅西的禍首，在推特上成為全國公敵，還有人辱罵他是「殺人兇手」「刺客」，並揚言要宰了他。

31歲的帕拉西歐一下子成為推特的熱搜人物，他先前在IG貼出自己與梅西的合照，兩人都沒戴口罩。加上帕拉西歐出席過有其他染病者在場的聚會，很快就被搞不清狀況的球迷在網路圍剿。

帕拉西歐在IG上說：「我一覺醒來就接到好多留言，然後看到我變成網路的熱門人物，因為大家說是我傳染病毒給梅西的。」「我昨天去檢測了，因為我得出國去烏拉圭，我沒有染病，你們自己看。」帕拉西歐被迫放出他檢測陰性的證明，上頭寫著「No Detectable」。

雖然比不得梅西，這位帕拉西歐也是頗有名氣的人，IG上有百萬追隨者。無論是否他傳染給梅西，梅西因為打過3劑疫苗，症狀已經很快緩解下來。梅西在檢測陰性之前必須暫留阿根廷的羅薩里奧市。梅西新年時在IG寫道：「我得感謝一切讓我度過2021年的事情，特別是當很多人因為這個停不下來的狗屁病毒而受苦的時候，希望2022年帶來更多健康，我誠心祝福大家。」

","梅西,法甲,阿根廷,巴黎聖日耳曼球,足球",中時新聞網,https://www.chinatimes.com/realtimenews/20220104003423-260403
本土確診＋13 3例關聯性不明 境外＋25,2022-01-25 14:30:00,生活,中央流行疫情指揮中心25日公布國內新增38例COVID-19確定病例，分別為13例本土個案及25例境外移入；另確診個案中無新增死亡。指揮中心表示，今日新增本土個案為4例男性、9例女性，年齡介於未滿5歲至70多歲。指揮中心,"中央流行疫情指揮中心25日公布國內新增38例COVID-19確定病例，分別為13例本土個案及25例境外移入；另確診個案中無新增死亡。

指揮中心表示，今日新增本土個案為4例男性、9例女性，年齡介於未滿5歲至70多歲。

指揮中心說明，今日新增境外移入個案為8例男性、17例女性，年齡介於10多歲至70多歲，分別自加拿大（5例）、美國、泰國及印度（各3例）、日本（2例）、奈及利亞、瑞典及中國（各1例）移入；另6例調查中。入境日介於今（2022）年1月11日至1月24日。

指揮中心統計，截至目前國內累計5501288例新型冠狀病毒肺炎相關通報（含5482563例排除），其中18411例確診，分別為3429例境外移入，14928例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；新增3例空號病例（案18216-18218，再次採檢為陰性，改判排除），累計122例移除為空號。2020年起累計851例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另13例為境外移入。

指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。","指揮中心,新冠肺炎,台灣,中央流行疫情指揮中心,COVID",中時新聞網,https://www.chinatimes.com/realtimenews/20220125003138-260405
Omicron不一樣 澳總理宣布：澳洲不再封城,2022-01-03 10:10:14,國際,澳洲每天新增確診人數超過3萬例；但澳洲總理莫里森表示，即使全國新增確診人數攀升，澳洲將不會恢復封城的日子。澳洲第九頻道新聞網（Nine Network）網站今天報導，莫里森（Scott Morrison）表示，雖然隨著Omicron入,"澳洲每天新增確診人數超過3萬例；但澳洲總理莫里森表示，即使全國新增確診人數攀升，澳洲將不會恢復封城的日子。

澳洲第九頻道新聞網（Nine Network）網站今天報導，莫里森（Scott Morrison）表示，雖然隨著Omicron入侵導致澳洲新增確診人數攀升，但由於Omicron是不一樣的變異株種類，故「數字」並非政府關注的重點。

莫里森認為，澳洲政府要以全新的應變方式對付Omicron；他形容，像是開車要隨時「換檔」一樣。

莫里森強調，封城的日子已經結束了，澳洲將要往前走，不會走回頭路。

莫里森指出，現時最重要的是醫療體系要如何應付當前的衝擊；所以澳洲所實施的規範必須要合理，要讓民眾重返工作崗位。

澳洲政府於去年12月30日修改COVID-19「密切接觸者」的定義；按照最新規定，任何人與確診患者於同一間及同一空間中共處長達4小時，才算是「密切接觸者」。對此，莫里森表示政府的用意，是要讓更多的醫護人員重返工作崗位。

莫里森預告，澳洲政府將會在本週進一步修改有關規定，以便有更多醫護人員可以調度。他指出，自從踏入夏季以來（澳洲位於南半球，目前是夏季），澳洲的醫護人員一直辛勤地工作，他們需要休息和放假；所以澳洲政府致力與私立醫院協調，設法填補公立醫療機構人手短缺的問題。

對於COVID-19病患住院人數增加的問題；莫里森解釋，有些民眾是因其他疾病住院；後來他們染COVID-19，於是就被納入染疫住院的數據當中；這些人不是因為染疫而住院的。他坦承，相關統計定義是有需要改進的。

據澳洲衛生部公布最新數字，截至昨（2）日晚上9時，澳洲24小時內一共有3萬2354個新增確診病例；全國目前有148名COVID-19病患於加護病房診治，其中51人需要使用呼吸器。（編輯：高照芬）1110103

","莫里森,澳洲,澳洲政府,COVID,19",中時新聞網,https://www.chinatimes.com/realtimenews/20220103001203-260408
洛杉磯郡染疫人數破200萬 陽性率21.4％,2022-01-12 10:07:57,國際,美國COVID-19疫情近日隨Omicron變異株流行而擴大傳播；人口約1000萬的洛杉磯郡累計染疫人數昨天突破200萬大關，陽性率達21.4%。涵蓋洛杉磯市及周邊城市的洛杉磯郡，昨天單日新增4萬3582人確診COVID-19（2019冠狀病毒,"美國COVID-19疫情近日隨Omicron變異株流行而擴大傳播；人口約1000萬的洛杉磯郡累計染疫人數昨天突破200萬大關，陽性率達21.4%。

涵蓋洛杉磯市及周邊城市的洛杉磯郡，昨天單日新增4萬3582人確診COVID-19（2019冠狀病毒疾病），使得COVID-19疫情自2020年春天爆發以來將近2年，累計確診案例達201萬。

洛杉磯郡衛生局新聞稿指出，10日洛郡接受篩檢的所有人中驗出陽性的機率為21.4%。目前染疫住院人數超過3400人，為2021年2月11日以來的新高。

洛杉磯郡完整疫苗接種率為68%，加上Omicron變異株多屬輕症，儘管住院數字上升，但衛生局官員指出，較為慶幸的一面是，現在住院患者裡，許多因為其他健康問題就醫，在入院時驗出確診。

有別於前一波疫情，確診者因為染疫而住院，現在有55%患者沒有明顯症狀，卻為了其他原因住院時而驗出染疫。

儘管如此，Omicron又強又快的傳播力，仍然逐步加重醫療負擔，洛杉磯郡衛生局已經開始呼籲居民，暫停非必要的聚會。

洛郡衛生局長費瑞（Barbara Ferrer）表示，隨著感染與住院數字的快速增加，原本已經人手不足的醫療體系，現在正承受巨大壓力，必須處理越來越多尋求協助的輕症患者，影響整個醫療資源的應變能力。

","洛杉磯郡,住院,21,4%,COVID",中時新聞網,https://www.chinatimes.com/realtimenews/20220112001462-260408
AI偵測COVID-19病徵 成大蔣榮先團隊獲選全球前10名頂尖,2022-01-13 13:36:02,生活,成功大學資訊工程學系特聘教授蔣榮先團隊以「MedCheX：AI輔助胸腔X光片判讀系統」，透過網路免費開放使用，造福醫療資源不均、缺乏合格醫師地區的病患，獲選聯合國教科文組織人工智慧國際研究中心（IRCAI）評比為全,"成功大學資訊工程學系特聘教授蔣榮先團隊以「MedCheX：AI輔助胸腔X光片判讀系統」，透過網路免費開放使用，造福醫療資源不均、缺乏合格醫師地區的病患，獲選聯合國教科文組織人工智慧國際研究中心（IRCAI）評比為全球前10名頂尖AI科技解決方案，更是亞洲唯一獲選團隊。

蔣榮先長期鑽研人工智慧在X光的加值應用開發研究，研究團隊開發MedCheX模型，利用AI判讀胸腔X光，快速預測罹患COVID-19風險，縮短病人等候診斷時間，有助於協助窮困或醫療系統超過負荷的國家，以X光片即可進行COVID-19肺部病灶偵測，快速偵測、及時阻斷COVID-19傳播。

蔣榮先指出，傳統X光人工判讀，須由合格、有經驗醫師一張一張檢視，診療流程耗時耗力，MedCheX提供全世界各地的醫事人員新選項，透過網路連線，將胸腔X光交給AI判斷，因此，只要有網路連線，各地的檢測站、診所、醫院門診等，都可使用MedCheX平台判讀病人的胸腔X光。

他說，醫事人員只需在平台註冊帳號，即可上傳胸腔X光片，MedCheX利用AI模型運算，針對胸腔X光片分析、判讀，短短幾秒鐘可將病灶可能位置標示出來，並與原始圖片並列呈現，方便使用者比對檢視。

蔣榮先強調，這套系統可克服醫療資源不足、資源不均的窘境，即刻偵測COVID-19患者肺部病徵，尤其，偏遠或窮困地區，醫療資源、人手短缺，有了AI系統協助，大大提升診斷速度，及時協助病情較嚴重緊急的病人，避免錯過關鍵治療時機。

蔣榮先透露，團隊去年在世界衛生組織（WHO）舉辦「國際COVID19科技防疫黑客松大賽」獲獎後，收到幾間跨國企業聯繫，想收購MedCheX技術並將其商品化，團隊討論如何讓更多人取得這項技術？認為免費公開才是更好的做法，決定把MedCheX捐出來，放在網路上讓更多人可以取得，且免費使用。

他表示，團隊沒有將MedCheX技術賣出，主導權仍在團隊手上，會不斷改善、持續精進，從台灣出發、擴大，創造影響力。","X光,MedCheX,AI,成功大學,團隊",中時新聞網,https://www.chinatimes.com/realtimenews/20220113003016-260405
21日起前往八大場所應出示完整接種疫苗紀錄,2022-01-20 14:40:52,生活,中央流行疫情指揮中心今（20）日表示，因應Omicron新型變異株之威脅，且國內本土疫情尚未平息，存在社區傳播風險，自今（2022）年1月21日起，民眾前往「歌廳、舞廳、夜總會、俱樂部、酒家、酒吧、酒店（廊）、理容院,"中央流行疫情指揮中心今（20）日表示，因應Omicron新型變異株之威脅，且國內本土疫情尚未平息，存在社區傳播風險，自今（2022）年1月21日起，民眾前往「歌廳、舞廳、夜總會、俱樂部、酒家、酒吧、酒店（廊）、理容院（觀光理髮、視聽理容）及特種咖啡茶室、夜店、舞場、三溫暖」等休閒娛樂場所時，應配合出示完整接種COVID-19疫苗紀錄，始得入內活動消費。接種紀錄除出示「紙本疫苗接種卡」外，亦可使用「健保快易通」或「數位新冠病毒健康證明」提供檢視。

指揮中心說明，上述休閒娛樂場所具有接觸不特定人及無法保持社交距離之特性，COVID-19傳播風險相對較高，為降低於場所消費期間接觸染疫之風險，強化場所之防疫管理措施，除維持該等場所工作人員皆應接種COVID-19疫苗2劑且滿14天，未完整接種者，應每週定期篩檢陰性，始得提供服務外，自1月21日起調整民眾前往消費時，須配合出示完整接種COVID-19疫苗2劑且滿14天紀錄，始得進場，請民眾務必配合，也請業者落實查核，使顧客安心消費，同時保護員工健康安全。

指揮中心另指出，針對醫院及住宿式長照機構等現行已有針對COVID-19疫苗接種情形進行規範之場域，請民眾依規定，配合出示COVID-19疫苗紀錄，接種紀錄同樣可使用「紙本疫苗接種卡」、「健保快易通」或「數位新冠病毒健康證明」提供檢視。","安心,紀錄,COVID,出示,完整接種",中時新聞網,https://www.chinatimes.com/realtimenews/20220120003220-260405
本土＋17 創今年新高 西堤相關有14人,2022-01-17 14:46:41,生活,中央流行疫情指揮中心17日公布國內新增65例COVID-19確定病例，分別為17例本土個案及48例境外移入；另確診個案中無新增死亡。指揮中心表示，今日新增本土個案為8例男性、9例女性，年齡介於未滿5歲至60多歲。指揮中心,"中央流行疫情指揮中心17日公布國內新增65例COVID-19確定病例，分別為17例本土個案及48例境外移入；另確診個案中無新增死亡。

指揮中心表示，今日新增本土個案為8例男性、9例女性，年齡介於未滿5歲至60多歲。

指揮中心說明，今日新增境外移入個案為28例男性、20例女性，年齡介於未滿10歲至50多歲，分別自美國（28例）、菲律賓（2例）、法國、愛爾蘭、荷蘭、哥斯大黎加、加拿大、丹麥及德國（各1例）移入；另11例調查中。入境日介於今（2022）年1月2日至1月16日。

指揮中心統計，截至目前國內累計5278363例新型冠狀病毒肺炎相關通報（含5258762例排除），其中17885例確診，分別為3122例境外移入，14709例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計115例移除為空號。2020年起累計851例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另13例為境外移入。

指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。","指揮中心,西堤,COVID,本土個案,境外移入",中時新聞網,https://www.chinatimes.com/realtimenews/20220117002475-260405
Omicron來襲 土耳其單日6.6萬例創新高,2022-01-06 07:40:17,國際,新型冠狀病毒變異株Omicron傳播迅速，土耳其今天通報6萬6467起病例，創COVID-19疫情爆發以來最高紀錄。儘管兩劑疫苗接種率達83.38%，衛生部強調，追加劑的重要性與日俱增。衛生部今晚公布疫情通報顯示，過去24小時新,"新型冠狀病毒變異株Omicron傳播迅速，土耳其今天通報6萬6467起病例，創COVID-19疫情爆發以來最高紀錄。儘管兩劑疫苗接種率達83.38%，衛生部強調，追加劑的重要性與日俱增。

衛生部今晚公布疫情通報顯示，過去24小時新增6萬6467起COVID-19（2019冠狀病毒疾病）病例、143例病逝。今天確診病例數打破去年4月16日高峰時的6萬3082例，為疫情爆發以來最高紀錄。

衛生部長克扎（Fahrettin Koca）今晚於衛生部2019冠狀病毒科學諮詢委員會後聲明中表示，一如預期，Omicron變異株導致病例數顯著增加，不過住院率沒有隨著感染率增加而提升，「在Omicron變異株最盛行的伊斯坦堡，各醫院負擔沒有出現明顯增加趨勢」、「已知跡象顯示不必過度擔心」。

去年4、5月那波疫情高峰期間，土耳其曾經連續19天COVID-19死亡數超過300例，單日病故數甚至曾高達近400例。相形之下，去年12月以來COVID-19造成的單日死亡數一天超過200例。

儘管疫情顯著升高，聲明強調，除非各機構基於防疫而關閉，否則學校不停課。克扎強調：「學校會繼續實施到校上課」。

克扎說，根據當前疫情趨勢研判，接種疫苗追加劑的重要性與日俱增，「民眾遵照疫苗接種計畫施打追加劑，這極為重要」、「疫苗對病毒具有保護力，即使感染也只會是輕症」。

土耳其目前兩劑疫苗接種率為83.38%，近2035萬人已追加第3劑。（編輯：郭中翰）1110106

","Omicron,COVID,19,單日,變異株",中時新聞網,https://www.chinatimes.com/realtimenews/20220106000863-260408
Omicron像感冒不用怕？1症狀恐喪失工作能力 1／4患者都有,2022-01-20 16:10:41,國際,Omicron症狀較輕、像感冒，讓許多人鬆懈防疫措施，不過英國統計，24%患者通報出現「腦霧」（Brain Fog）情形，症狀包括注意力難以集中、記憶障礙等，甚至可能喪失工作能力。日本《朝日新聞》旗下媒體《Aera.dot》報,"Omicron症狀較輕、像感冒，讓許多人鬆懈防疫措施，不過英國統計，24%患者通報出現「腦霧」（Brain Fog）情形，症狀包括注意力難以集中、記憶障礙等，甚至可能喪失工作能力。



日本《朝日新聞》旗下媒體《Aera.dot》報導，根據英國應用程式「ZOE新型冠狀病毒疾病症狀研究」（ZOE COVID Symptom Study）本月初的統計，患者感染Omicron的前5大症狀依序為流鼻水、頭痛、疲勞、打噴嚏及喉嚨痛，這些症狀類似感冒，容易讓人輕忽。



不過排名第12名的「腦霧」症狀引發關注，24%患者通報有這種症狀。



腦霧是認知功能障礙的一種，症狀包括記憶力減退、思考障礙、需要花費更多時間完成事情、疲憊、焦慮等，報導指出，甚至有人因此無法返回工作崗位，因為他們無法再做之前能做的事。



根據美國西北大學的研究，就算是輕症，也可能出現腦霧症狀，研究指出，81%的發燒、咳嗽患者痊癒後被診斷出腦霧，其中61歲以上長者及16至30歲族群中，分別有24%及11%的人有記憶問題，顯示不論是年輕人或老年人，腦霧都是危險的後遺症。



腦霧一般都被認為是新冠後遺症或「新冠長期症狀」（long COVID），不過令人驚訝的是，日本岐阜大學神經內科教授下畑享良指出，近期患者中，在急性期就出現腦霧的患者高達1/4，他說一般很少人在染新冠初期就出現腦霧，他警告這種狀況若持續下去，可能會有更多人出現腦霧症狀，「這是個問題。」





","#新冠肺炎#全球,Omicron,腦霧,感冒,輕症",中時新聞網,https://www.chinatimes.com/realtimenews/20220120003860-260408
歐洲第一國 奧地利將強制成人打疫苗,2022-01-21 16:53:23,國際,奧地利國會下議院今天通過一項法案，將自2月起強制成年民眾接種COVID-19疫苗，成為歐洲第一個實施成人疫苗強制令的國家。奧地利近期出現一波反對強制接種的抗議潮。法新社報導，自奧地利政府去年11月宣布這項措施以,"奧地利國會下議院今天通過一項法案，將自2月起強制成年民眾接種COVID-19疫苗，成為歐洲第一個實施成人疫苗強制令的國家。奧地利近期出現一波反對強制接種的抗議潮。

法新社報導，自奧地利政府去年11月宣布這項措施以來，數以萬計民眾例行於週末集會示威，抗議疫苗強制令。

國會下議院今天表決這項法案，除了極右翼之外，所有黨派都支持新措施。下議院183席次中，表決結果有137票贊成、33票反對。

路透社提到，這項法案有待上議院通過及總統簽署，但多屬形式。

目前為止，奧地利有72%居民已完整接種COVID-19（2019冠狀病毒疾病）疫苗，覆蓋率與歐盟平均值約70%相當，但比起義大利、法國等國家，奧地利的覆蓋率低了幾個百分點。

新法預定2月生效實施，經過初步實行階段之後，從3月中旬起，不遵守疫苗強制令者可能面臨最高3600歐元（約新台幣11萬4800元）的罰款。

奧地利每天新增染疫人數持續破紀錄，昨天通報逾2萬7600人確診又創新高。人口約900萬的奧地利至今累計近1萬4000人染疫不治，約150萬人確診。

目前世界各地實施COVID-19疫苗強制令的國家仍屬極少數，不過，厄瓜多、塔吉克、土庫曼、印尼及密克羅尼西亞都已推出類似計畫。","奧地利,強制令,疫苗,下議院,COVID",中時新聞網,https://www.chinatimes.com/realtimenews/20220121002760-260408
